exp_name,input_type,input_source,rows,cols,B_cols,B_density,total_nonzeros,input_blocks_density,input_entries_density,input_block_size,reorder_algorithm,algo_block_size,epsilon,similarity_func,hierarchic_merge,scramble,Warmup,Repetitions,Algorithm,VBSmm_mean(ms),VBSmm_std,cusparse_spmm_mean(ms),cusparse_spmm_std,
default,4,NO_INPUT,1024,2048,2048,1.000000,10496,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.835360,0.079957,0.661269,0.003726,
default,4,NO_INPUT,1024,2048,2048,1.000000,104896,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.839243,0.084302,2.991221,0.027437,
default,4,NO_INPUT,1024,2048,2048,1.000000,66,0.050000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.111680,0.080170,0.162645,0.002338,
default,4,NO_INPUT,1024,2048,2048,1.000000,656,0.050000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.111477,0.075593,0.342005,0.007730,
default,4,NO_INPUT,1024,2048,2048,1.000000,6554,0.050000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.121931,0.089190,0.269600,0.001555,
default,4,NO_INPUT,1024,2048,2048,1.000000,198,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.180544,0.079038,0.260779,0.002289,
default,4,NO_INPUT,1024,2048,2048,1.000000,1968,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.174347,0.076043,0.821120,0.016728,
default,4,NO_INPUT,1024,2048,2048,1.000000,19662,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.177013,0.070965,0.502997,0.015056,
default,4,NO_INPUT,1024,2048,2048,1.000000,396,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.253397,0.083052,0.253589,0.004083,
default,4,NO_INPUT,1024,2048,2048,1.000000,3936,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.253365,0.075407,0.330283,0.002466,
default,4,NO_INPUT,1024,2048,2048,1.000000,39324,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.256757,0.078735,0.618069,0.038796,
default,4,NO_INPUT,1024,2048,2048,1.000000,1056,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.512608,0.084597,0.467136,0.006173,
default,4,NO_INPUT,1024,2048,2048,1.000000,10496,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.516491,0.082737,0.518912,0.002848,
default,4,NO_INPUT,1024,2048,2048,1.000000,104864,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.517632,0.077825,2.445632,0.012952,
default,4,NO_INPUT,1024,2048,4096,1.000000,125,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.562539,0.019733,0.329440,0.001618,
default,4,NO_INPUT,1024,2048,4096,1.000000,1025,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.518208,0.004374,0.549600,0.006983,
default,4,NO_INPUT,1024,2048,4096,1.000000,10250,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.535275,0.023416,0.488171,0.002390,
default,4,NO_INPUT,1024,2048,4096,1.000000,255,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.831904,0.007646,0.441995,0.001298,
default,4,NO_INPUT,1024,2048,4096,1.000000,2091,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.794891,0.017097,1.214261,0.018073,
default,4,NO_INPUT,1024,2048,4096,1.000000,20910,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.812992,0.012152,0.864149,0.016056,
default,4,NO_INPUT,1024,2048,4096,1.000000,510,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.330763,0.025656,0.580736,0.009749,
default,4,NO_INPUT,1024,2048,4096,1.000000,4182,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.335765,0.025188,0.932800,0.018613,
default,4,NO_INPUT,1024,2048,4096,1.000000,41820,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.330165,0.010660,1.959851,0.098958,
default,4,NO_INPUT,1024,2048,4096,1.000000,1280,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.967947,0.031099,1.044309,0.002546,
default,4,NO_INPUT,1024,2048,4096,1.000000,10496,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.947029,0.041193,1.880341,0.010603,
default,4,NO_INPUT,1024,2048,4096,1.000000,104960,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.969952,0.053554,8.682720,0.374338,
default,4,NO_INPUT,1024,2048,4096,1.000000,102,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.264459,0.089658,0.492651,0.002107,
default,4,NO_INPUT,1024,2048,4096,1.000000,984,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.282133,0.094740,0.714805,0.036390,
default,4,NO_INPUT,1024,2048,4096,1.000000,9834,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.282155,0.098904,0.513333,0.001460,
default,4,NO_INPUT,1024,2048,4096,1.000000,204,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.371104,0.092243,0.426773,0.001918,
default,4,NO_INPUT,1024,2048,4096,1.000000,1968,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.365333,0.088919,0.995264,0.011995,
default,4,NO_INPUT,1024,2048,4096,1.000000,19668,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.376053,0.094533,0.921675,0.090591,
default,4,NO_INPUT,1024,2048,4096,1.000000,425,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.576437,0.098060,0.616267,0.005868,
default,4,NO_INPUT,1024,2048,4096,1.000000,4100,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.563797,0.096127,1.047872,0.006485,
default,4,NO_INPUT,1024,2048,4096,1.000000,40975,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.566208,0.095927,1.500715,0.016196,
default,4,NO_INPUT,1024,2048,4096,1.000000,1088,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.111808,0.104921,0.995637,0.009529,
default,4,NO_INPUT,1024,2048,4096,1.000000,10496,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.119456,0.096847,1.812896,0.023346,
default,4,NO_INPUT,1024,2048,4096,1.000000,104896,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.108085,0.084280,8.208726,0.128848,
default,4,NO_INPUT,1024,2048,4096,1.000000,66,0.050000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.166784,0.089715,0.300181,0.000743,
default,4,NO_INPUT,1024,2048,4096,1.000000,656,0.050000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.162432,0.090289,0.729920,0.013913,
default,4,NO_INPUT,1024,2048,4096,1.000000,6554,0.050000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.173877,0.104482,0.512053,0.001136,
default,4,NO_INPUT,1024,2048,4096,1.000000,198,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.269632,0.094764,0.513675,0.005728,
default,4,NO_INPUT,1024,2048,4096,1.000000,1968,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.269493,0.095343,1.803445,0.009755,
default,4,NO_INPUT,1024,2048,4096,1.000000,19662,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.270240,0.090708,0.991989,0.034487,
default,4,NO_INPUT,1024,2048,4096,1.000000,396,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.430581,0.092348,0.507189,0.004316,
default,4,NO_INPUT,1024,2048,4096,1.000000,3936,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.436331,0.103882,0.685259,0.003613,
default,4,NO_INPUT,1024,2048,4096,1.000000,39324,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.439904,0.098727,1.391168,0.033505,
default,4,NO_INPUT,1024,2048,4096,1.000000,1056,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.960533,0.099466,0.980363,0.004299,
default,4,NO_INPUT,1024,2048,4096,1.000000,10496,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.957493,0.087825,1.456384,0.039309,
default,4,NO_INPUT,1024,2048,4096,1.000000,104864,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.951904,0.087728,6.996192,0.144579,
default,4,NO_INPUT,1024,4096,1024,1.000000,255,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.713717,0.010688,0.136331,0.002527,
default,4,NO_INPUT,1024,4096,1024,1.000000,2091,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.696928,0.009393,0.257312,0.008084,
default,4,NO_INPUT,1024,4096,1024,1.000000,20910,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.773845,0.005355,0.191104,0.000968,
default,4,NO_INPUT,1024,4096,1024,1.000000,510,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.273173,0.037727,0.165973,0.000773,
default,4,NO_INPUT,1024,4096,1024,1.000000,4182,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.231637,0.028932,0.206229,0.001373,
default,4,NO_INPUT,1024,4096,1024,1.000000,41820,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.251467,0.027736,0.326272,0.003058,
default,4,NO_INPUT,1024,4096,1024,1.000000,1020,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.318037,0.026196,0.228821,0.003435,
default,4,NO_INPUT,1024,4096,1024,1.000000,8364,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.298613,0.018956,0.242091,0.005698,
default,4,NO_INPUT,1024,4096,1024,1.000000,83640,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.253141,0.004001,0.779605,0.010296,
default,4,NO_INPUT,1024,4096,1024,1.000000,2560,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.458325,0.015524,0.260064,0.002699,
default,4,NO_INPUT,1024,4096,1024,1.000000,20992,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.482080,0.032639,0.483328,0.005093,
default,4,NO_INPUT,1024,4096,1024,1.000000,209920,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.594614,0.027495,2.758923,0.005044,
default,4,NO_INPUT,1024,4096,1024,1.000000,204,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.266976,0.068503,0.135776,0.000136,
default,4,NO_INPUT,1024,4096,1024,1.000000,1968,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.265984,0.076578,0.240704,0.018839,
default,4,NO_INPUT,1024,4096,1024,1.000000,19668,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.259787,0.070889,0.227371,0.002881,
default,4,NO_INPUT,1024,4096,1024,1.000000,425,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.399317,0.070980,0.156672,0.000770,
default,4,NO_INPUT,1024,4096,1024,1.000000,4100,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.399840,0.073447,0.187840,0.005778,
default,4,NO_INPUT,1024,4096,1024,1.000000,40975,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.408811,0.079599,0.445472,0.016920,
default,4,NO_INPUT,1024,4096,1024,1.000000,867,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.708149,0.075307,0.211883,0.003403,
default,4,NO_INPUT,1024,4096,1024,1.000000,8364,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.683925,0.083280,0.207083,0.001282,
default,4,NO_INPUT,1024,4096,1024,1.000000,83589,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.689461,0.063860,0.743776,0.007931,
default,4,NO_INPUT,1024,4096,1024,1.000000,2176,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.461984,0.076860,0.395296,0.001106,
default,4,NO_INPUT,1024,4096,1024,1.000000,20992,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.464555,0.074910,0.481973,0.002353,
default,4,NO_INPUT,1024,4096,1024,1.000000,209792,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.527808,0.093055,2.858283,0.168478,
default,4,NO_INPUT,1024,4096,1024,1.000000,198,0.050000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.130272,0.067153,0.091392,0.001272,
default,4,NO_INPUT,1024,4096,1024,1.000000,1968,0.050000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.131008,0.069557,0.219605,0.005728,
default,4,NO_INPUT,1024,4096,1024,1.000000,19662,0.050000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.128427,0.074823,0.145877,0.001195,
default,4,NO_INPUT,1024,4096,1024,1.000000,396,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.176725,0.074664,0.162016,0.002084,
default,4,NO_INPUT,1024,4096,1024,1.000000,3936,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.176235,0.071846,0.209237,0.003639,
default,4,NO_INPUT,1024,4096,1024,1.000000,39324,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.172651,0.072108,0.366144,0.004525,
default,4,NO_INPUT,1024,4096,1024,1.000000,792,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.287424,0.082814,0.231904,0.001924,
default,4,NO_INPUT,1024,4096,1024,1.000000,7872,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.274464,0.075966,0.229877,0.002238,
default,4,NO_INPUT,1024,4096,1024,1.000000,78648,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.276405,0.072766,0.806741,0.011544,
default,4,NO_INPUT,1024,4096,1024,1.000000,2112,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.609141,0.078936,0.419573,0.004288,
default,4,NO_INPUT,1024,4096,1024,1.000000,20992,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.608107,0.080843,0.551307,0.002902,
default,4,NO_INPUT,1024,4096,1024,1.000000,209728,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.605867,0.076983,2.535477,0.023846,
default,4,NO_INPUT,1024,4096,2048,1.000000,255,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.771221,0.014567,0.256715,0.001680,
default,4,NO_INPUT,1024,4096,2048,1.000000,2091,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.779285,0.005327,0.517941,0.014133,
default,4,NO_INPUT,1024,4096,2048,1.000000,20910,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.782155,0.011285,0.366315,0.015144,
default,4,NO_INPUT,1024,4096,2048,1.000000,510,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.376085,0.061235,0.314933,0.003718,
default,4,NO_INPUT,1024,4096,2048,1.000000,4182,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.351136,0.010795,0.420032,0.003556,
default,4,NO_INPUT,1024,4096,2048,1.000000,41820,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.349973,0.010278,0.696053,0.027722,
default,4,NO_INPUT,1024,4096,2048,1.000000,1020,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.417685,0.007257,0.472704,0.007840,
default,4,NO_INPUT,1024,4096,2048,1.000000,8364,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.438656,0.032263,0.608715,0.002820,
default,4,NO_INPUT,1024,4096,2048,1.000000,83640,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.446016,0.025432,1.966507,0.043737,
default,4,NO_INPUT,1024,4096,2048,1.000000,2560,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.971573,0.055756,0.548587,0.003068,
default,4,NO_INPUT,1024,4096,2048,1.000000,20992,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.908053,0.143226,1.385728,0.006514,
default,4,NO_INPUT,1024,4096,2048,1.000000,209920,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.986389,0.012376,6.852011,0.320455,
default,4,NO_INPUT,1024,4096,2048,1.000000,204,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.311680,0.090071,0.255584,0.001189,
default,4,NO_INPUT,1024,4096,2048,1.000000,1968,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.302080,0.087561,0.542208,0.023540,
default,4,NO_INPUT,1024,4096,2048,1.000000,19668,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.302069,0.085611,0.437227,0.006331,
default,4,NO_INPUT,1024,4096,2048,1.000000,425,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.452576,0.092165,0.301920,0.001459,
default,4,NO_INPUT,1024,4096,2048,1.000000,4100,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.443584,0.083931,0.353056,0.007196,
default,4,NO_INPUT,1024,4096,2048,1.000000,40975,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.444373,0.088915,0.939488,0.013802,
default,4,NO_INPUT,1024,4096,2048,1.000000,867,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.735339,0.099963,0.413739,0.002618,
default,4,NO_INPUT,1024,4096,2048,1.000000,8364,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.749205,0.105659,0.449536,0.002429,
default,4,NO_INPUT,1024,4096,2048,1.000000,83589,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.780811,0.041094,1.571659,0.021031,
default,4,NO_INPUT,1024,4096,2048,1.000000,2176,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.571925,0.122699,0.828779,0.002078,
default,4,NO_INPUT,1024,4096,2048,1.000000,20992,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.517472,0.076027,1.263317,0.023752,
default,4,NO_INPUT,1024,4096,2048,1.000000,209792,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,1.687861,0.030728,7.252981,0.183859,
default,4,NO_INPUT,1024,4096,2048,1.000000,198,0.050000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.175573,0.093394,0.163808,0.000919,
default,4,NO_INPUT,1024,4096,2048,1.000000,1968,0.050000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.176683,0.096766,0.448000,0.008428,
default,4,NO_INPUT,1024,4096,2048,1.000000,19662,0.050000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.175925,0.100683,0.273461,0.001474,
default,4,NO_INPUT,1024,4096,2048,1.000000,396,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.275509,0.101170,0.314517,0.006282,
default,4,NO_INPUT,1024,4096,2048,1.000000,3936,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.268352,0.089930,0.415552,0.006406,
default,4,NO_INPUT,1024,4096,2048,1.000000,39324,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.265547,0.087946,0.686219,0.015801,
default,4,NO_INPUT,1024,4096,2048,1.000000,792,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.418955,0.100696,0.464821,0.001493,
default,4,NO_INPUT,1024,4096,2048,1.000000,7872,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.420213,0.094669,0.476053,0.008388,
default,4,NO_INPUT,1024,4096,2048,1.000000,78648,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.422176,0.098595,1.716768,0.011692,
default,4,NO_INPUT,1024,4096,2048,1.000000,2112,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.943253,0.096856,0.874379,0.010678,
default,4,NO_INPUT,1024,4096,2048,1.000000,20992,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.937237,0.099497,1.443488,0.016672,
default,4,NO_INPUT,1024,4096,2048,1.000000,209728,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.933739,0.089693,5.827861,0.070208,
default,4,NO_INPUT,1024,4096,4096,1.000000,255,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.926720,0.107589,0.493781,0.002171,
default,4,NO_INPUT,1024,4096,4096,1.000000,2091,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.835211,0.013963,1.099115,0.028517,
default,4,NO_INPUT,1024,4096,4096,1.000000,20910,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.833429,0.001613,0.778091,0.073636,
default,4,NO_INPUT,1024,4096,4096,1.000000,510,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.350091,0.025371,0.624992,0.004602,
default,4,NO_INPUT,1024,4096,4096,1.000000,4182,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.340843,0.002111,0.885301,0.004371,
default,4,NO_INPUT,1024,4096,4096,1.000000,41820,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.360416,0.016130,1.523595,0.128434,
default,4,NO_INPUT,1024,4096,4096,1.000000,1020,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.512619,0.057276,0.932011,0.007551,
default,4,NO_INPUT,1024,4096,4096,1.000000,8364,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.403925,0.014217,1.744395,0.004929,
default,4,NO_INPUT,1024,4096,4096,1.000000,83640,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.386123,0.013725,5.964490,0.084289,
default,4,NO_INPUT,1024,4096,4096,1.000000,2560,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.704523,0.046725,1.155435,0.007982,
default,4,NO_INPUT,1024,4096,4096,1.000000,20992,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.557963,0.009222,3.906731,0.060213,
default,4,NO_INPUT,1024,4096,4096,1.000000,209920,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,5.881024,0.089064,20.542166,0.195473,
default,4,NO_INPUT,1024,4096,4096,1.000000,204,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.389301,0.105193,0.519168,0.002197,
default,4,NO_INPUT,1024,4096,4096,1.000000,1968,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.383669,0.102722,1.228928,0.041141,
default,4,NO_INPUT,1024,4096,4096,1.000000,19668,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.386560,0.105614,0.984000,0.033378,
default,4,NO_INPUT,1024,4096,4096,1.000000,425,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.592000,0.118017,0.604619,0.001559,
default,4,NO_INPUT,1024,4096,4096,1.000000,4100,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.605216,0.119437,0.753451,0.011946,
default,4,NO_INPUT,1024,4096,4096,1.000000,40975,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.595691,0.104252,2.049216,0.019223,
default,4,NO_INPUT,1024,4096,4096,1.000000,867,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.960469,0.099325,0.825216,0.003759,
default,4,NO_INPUT,1024,4096,4096,1.000000,8364,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.959477,0.101172,1.274432,0.025150,
default,4,NO_INPUT,1024,4096,4096,1.000000,83589,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.970155,0.102862,4.052907,0.037421,
default,4,NO_INPUT,1024,4096,4096,1.000000,2176,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,2.040384,0.105128,1.703883,0.017971,
default,4,NO_INPUT,1024,4096,4096,1.000000,20992,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,2.035125,0.113125,3.647200,0.027736,
default,4,NO_INPUT,1024,4096,4096,1.000000,209792,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,2.057152,0.100387,21.834646,0.184329,
default,4,NO_INPUT,1024,4096,4096,1.000000,198,0.050000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.285077,0.098397,0.333504,0.015313,
default,4,NO_INPUT,1024,4096,4096,1.000000,1968,0.050000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.286869,0.103697,0.910304,0.036256,
default,4,NO_INPUT,1024,4096,4096,1.000000,19662,0.050000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.299435,0.105315,0.520619,0.002698,
default,4,NO_INPUT,1024,4096,4096,1.000000,396,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.443776,0.097509,0.628693,0.003690,
default,4,NO_INPUT,1024,4096,4096,1.000000,3936,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.445493,0.103268,0.848363,0.021964,
default,4,NO_INPUT,1024,4096,4096,1.000000,39324,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.442208,0.098435,1.442869,0.041789,
default,4,NO_INPUT,1024,4096,4096,1.000000,792,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.762037,0.098335,0.953589,0.001435,
default,4,NO_INPUT,1024,4096,4096,1.000000,7872,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.757931,0.093033,1.040576,0.015087,
default,4,NO_INPUT,1024,4096,4096,1.000000,78648,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.764853,0.104786,4.160480,0.055469,
default,4,NO_INPUT,1024,4096,4096,1.000000,2112,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,1.824821,0.114853,1.796149,0.003350,
default,4,NO_INPUT,1024,4096,4096,1.000000,20992,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,1.824715,0.111200,3.891989,0.009517,
default,4,NO_INPUT,1024,4096,4096,1.000000,209728,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,1.827893,0.116080,18.652895,0.211557,
default,4,NO_INPUT,2048,1024,1024,1.000000,125,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.463168,0.014083,0.084672,0.001352,
